I3ueta,I3us10,I3u1,I3deta,I3ds10,I3d1,I3seta,I3ss10,I3s1,I3Teta,I3Ts10,I3T1,I4eta,I4s10,I41,I5eta,I5s10,I51
7.689062826789971,0.7792971286315993,1.5646056784797047,-8.856879224159995,7.791283572183104,-0.19929782058866152,2.306965348397531,-3.5306470577143,3.3392081600706405,2.08526267949682,-9.609143976832993,7.8790118977747845,1.4495659416980011,-0.43161758216115587,-1.9521216940853225,-0.09222655411507219,1.560077917418468,-5.218034302534749
3.508176763188853,8.793359894413243,-5.426820215156816,-2.5440812796819667,-8.032681247211034,8.426459548864035,-6.979015684093024,-4.719425778172819,9.398864476190461,9.670856621512762,0.3965494119025479,0.7308107781250133,2.0284721506418357,1.4075368755904076,1.1921266318585282,4.043714915509325,-6.7194770161615525,-5.05991905925317
7.531989971957227,7.671809170236386,-0.44633534525919494,-7.2477378679772215,3.1217896306616453,-1.7736446403373147,-7.833689973503795,-1.7643077269014658,5.923197610795585,-5.2608754176133115,9.324016439201628,2.089982114388466,-5.170416184181981,8.83191365560117,7.272081483285518,2.5063573524767495,-5.162031314651858,-1.4392280988191786
-4.977327595119112,3.971432185880129,-4.482074050813363,-5.154980167913172,0.23769622649983901,3.426990056124735,6.729813203087637,-0.8036569962746007,-2.000842658537114,-9.726504873613644,-1.3949809238087312,-2.9668372959349547,-7.7826512325955495,9.458697331226642,7.368054931912649,-0.8236876042708587,0.09227832370726574,-0.25081002172466604
-0.7216811380808643,-3.328052451302299,-6.354395424335195,-3.0501533537906544,4.950501320637651,-3.882375420096449,9.967242599578498,-3.5568420083910475,4.502145022309385,-7.190316164733657,-7.1771463928121015,8.60723143896087,0.31429164563158807,-5.012008128279401,-6.415055437431207,2.440368655413913,-3.4755530721106958,5.598721382985074
-9.48843428536634,0.919880926974475,9.356436809485825,-2.935802359998032,0.24945786757817245,1.4939872919795363,-9.855602713417566,8.527013860702304,7.554309324349248,-8.295378283459574,9.754148922251726,-8.959813363116426,-2.5893667967574103,-9.842285862111403,3.7182895897116524,-0.1873016620524215,4.919060563542139,6.536858721497186
2.5345372528272208,7.329593610535486,4.052797512916534,7.633230320953306,8.701036414718125,-5.005044412873398,-0.5456339127004934,-9.378998178273763,-8.087547067901529,0.6527205820188176,-4.5570464052798005,2.918500126736996,0.8032891050804487,-8.84773292959757,2.5595115035858544,0.17426064390142315,0.14159744357808712,7.204329999486706
-4.293137042358113,5.438138628346392,-8.806659266992709,-8.889765076706919,6.93854539861675,-5.149632734595788,-9.53740087169136,0.8425450486371275,6.093757008080722,8.543012078293316,1.942560493472655,0.8848491078994343,0.7933334240864038,1.8941050667547081,5.831829547078373,4.444272679073931,-8.697119040136325,-0.6598824854367393
-9.007267206331285,-7.965527596526472,3.69786833207125,-7.069409022438942,-1.085346888166157,5.701566986982794,-1.212074676516238,0.3102571647829855,-2.813926674290485,4.989251715504267,9.466045455367524,3.0316526291023056,3.5476040090172507,-7.0354881414435155,-0.8403352574926615,6.874908099427518,-7.69729968416425,-2.257149797505318
-5.14731852532242,3.4857276091960987,-4.779224249477045,2.419083480306165,8.23297588700617,6.650446908377955,6.13567766766327,2.0237716925505254,-3.1113549452591505,0.9420032735254615,-5.772666288310242,9.50264308100613,-0.24056418787832534,-0.9919522774101512,5.0877036458682845,0.7586298086915768,-2.6070781953858813,1.6069312523105026
0.2282404386371546,-8.931059008177067,5.182538257841355,-8.002023864795936,7.4105148288880365,-0.169089461145413,-3.6668390380889164,-5.298393890546331,5.374042581108542,-7.798935435043671,-4.071976395985557,-9.468004743617854,-3.0233772714218166,-1.2997834786281697,-2.1238050544078106,-1.464076491120041,3.009743150002816,4.549851137027014
7.557852866750011,0.8835189181310561,4.56223527112215,6.700506023493784,8.842777383941524,-5.570401074061017,3.777434082564497,4.147298879316272,-3.7116090637198784,-1.9936848185406948,0.7687504026865604,-8.087164512564932,-2.8950232342260946,-3.211551290810986,6.895793911752385,-1.505443813544435,7.0812841181402035,-5.493884347531459
-8.248441551675477,-5.742477984829446,1.8761334664529823,-7.245687996674799,-3.6005903661824394,-8.0964706833273,-8.279500980412674,-9.660202787464605,-9.327059480382779,-8.552404418236048,-1.9582201916784925,6.292564350364817,-4.7107040714277915,-2.3669794673554616,6.829003216832106,0.959364708667664,0.8976190083281068,5.9978973203569215
-1.187393579064608,-8.614480019955721,0.6828122942658847,-0.06144040326625522,2.2750355957487596,6.657257956517352,-3.2598223003017734,-7.81134520349209,-5.3304847233688175,-2.8520899633673436,-1.0848248597571768,6.075366380830673,-3.683828511149816,9.053562994759897,4.468627427658863,-1.2059356717765226,-4.382066744438109,9.352725011494872
6.964458649358946,-0.9677977210619559,3.1075224301727093,5.016629720924485,6.675964851186322,0.11754504598450666,4.921123226362958,-4.842367506009728,-8.389415961821129,-5.33200129967577,-2.5000401155382264,5.274991460678054,-3.964662668496299,7.26575693927931,2.8613200876311513,-1.5382442768604996,-3.0836753432855772,8.260125561752766
-7.9460777396569355,4.2525473731536305,-7.991040679331545,7.731778319300034,-1.3897275895325105,-6.950481951430274,9.785710792359904,-4.257616499023449,2.217797880026037,-5.023718655671785,0.5435039827067918,-9.748097829411046,-5.522228441715011,5.347292650404775,8.452851298096405,-4.320036011187889,9.351291204640482,-6.5157266504033595
7.344024435313948,2.8998001775680375,-7.877844794783339,6.707178570227921,-6.929255626205135,1.6890921530368601,0.9795644464446092,-3.6246673172436257,7.97236468264699,0.3345315911070337,7.3151091787309035,-5.40728060546013,-0.3349241078425216,-6.633741089303471,4.777126888963236,3.097913257768683,-5.779008812585329,9.230553435705986
-8.02930945512754,-2.812566459686092,-0.8935172177035362,-9.61397314586479,1.810041766141321,7.44548362195253,-8.837910899082452,-9.914767946311276,7.243984914731641,-0.4514516463340552,-4.5216418611177716,-3.1117990547024155,1.1289982453833396,-5.072111920186078,-4.106785435234405,0.3654945849496709,5.90958561572047,-7.279084622061389
5.410475604439281,-1.2506521333121832,-5.927110308725625,-3.845885216392773,-9.600693231037544,5.83530643825279,-0.4010691348043913,1.4835418398043192,7.666744698734437,7.66858442376083,-6.66884111109211,5.68112932393759,0.17424325796949702,9.737775749920953,3.3576044857532175,-7.99050398070656,8.324870113933617,0.6669586390503959
1.1144668390516177,6.93173873979736,-1.4955567624657,-8.97728324415234,-0.2678699895295722,-7.328655802272106,-5.399588443109744,0.2624865133049923,1.023179035546221,8.767416308334745,4.194089136470552,9.474226634874107,1.7912917283270708,0.6438139566802175,8.507002871777697,-2.41492910295624,4.837038425394098,-2.738109826697082
5.043103942137428,5.935910285303027,-1.7540135714452596,6.916753725542868,-4.139375772964698,-2.0472704311430245,2.6850386878418036,9.488651372947984,4.089478810305465,-1.4647689548671199,-7.176050288543792,5.1211223973407165,-2.17780726376753,-5.981708324945803,7.233129268317221,2.020321623970487,-1.9013389442872057,4.007430750894915
-1.1595038617795304,-0.2996172053083779,3.4794551900661403,0.7836589584168134,-3.2114722366583814,-8.850980989115396,-5.2242902344366104,6.579406089717452,5.393438775052882,0.08863703578152737,-8.561659634239515,3.4404264594293714,-3.9640856137731673,5.68526042270002,8.489425998382877,0.10793994349710445,1.6240100887130726,-8.867923510823621
0.6739773847240613,-3.1313395184573185,6.101993974079619,8.841611836299201,-0.6394702502218124,3.2529234363648243,-6.02343424626735,1.0064176046571287,-2.3559944041541003,2.52867248749296,2.6673703407027034,4.0946557599263045,1.8494974831366129,7.827702499530883,-6.088778515323227,-5.666188676981925,0.8834748552110199,9.285650578723008
-2.65350397115105,7.529540530820814,-3.3175044680926513,-2.0066350418638645,-3.6330851067154013,8.184719203283215,0.27091403586005036,0.22459375833529904,8.816415460925384,-0.8758904332970641,-2.3902072911256873,-8.975339848132895,-2.2418896790555243,-7.4608979621368015,7.151404546734,1.7443710554893492,1.3795048754404675,-1.7729205430869062
-7.0310538984168325,-9.94738575531432,6.668959575940658,-4.869448975130513,2.0953013844002317,5.683834524960574,-1.9825753733208114,-0.3123603082323072,9.382911336558074,0.514625851852502,-3.569286412452781,-7.006159928742437,-1.4091860865245955,9.506510857755732,-3.681961042482178,-2.3500179672986343,-1.809166107828979,4.417222968282955
5.1742981445983,-6.5672403081557995,-1.7736400630895766,-7.798998741406809,1.8840417038336597,-9.016516981066866,6.997819919733157,-1.0643637613396066,3.3295063364504003,2.2467901336814187,-8.70979460416516,-1.6286088659774798,0.17949687108533574,1.1558549067987265,0.3300342542687318,-1.5455016635587686,2.010268987968688,-1.914632311196545
7.209158712488044,-5.165204499488589,4.154257861750516,4.37521215307431,4.13836708960636,-0.628654209368861,-6.445058922010693,-8.632316678931069,-1.6307733983443597,-0.181611784474212,-8.445934787954027,5.64591784221637,-1.4561376682692906,-0.12157658903980462,4.299963688458785,1.0053400888587092,-1.2395222376443709,-0.8028229771624744
3.4094277662378847,-6.366111216313115,2.24615093447162,-3.255816395612678,9.063363832584656,-1.0978119212788133,3.778440806640875,3.7025355829739865,2.9921141845883508,8.618527483524911,0.23040249889614905,1.265420598126596,5.35312195629076,1.2943624864829602,-7.373710497737653,-4.6650558782525176,0.9777811985050615,7.047152968236713
5.096453028408215,8.329413041170042,7.806440385044468,6.5022810873580426,5.484855399580644,-3.74265064326244,-9.57633575920732,-3.7011856609814124,-6.974571503965428,8.89039565414673,-0.2473104703937672,-0.2197347529151461,0.7800433312445918,-0.4031454319250507,4.751453100387597,2.942666060885081,-8.367352187414092,6.264505893052405
9.735229036190784,-5.402145999533761,4.90946135695472,6.077930649806078,-9.425044010417468,-7.9415198471157105,-2.521472004267129,5.549442300224328,-0.5391177988317537,-8.816447709433987,-5.40511066720809,-6.664979488861151,-4.979357191396336,1.4734529898147883,1.3994945402076358,2.1009963550236517,-2.0937663431284044,-0.23921637619162617
0.7512811417499279,-4.646542875902748,-9.949208308357786,2.311808778562021,4.975464238700253,6.61163460279915,-1.210819575778327,2.680412242418374,5.176327541157846,-3.2078340347620626,4.611703667838089,7.334824898656237,-0.04295007640803661,4.563216475157084,-4.516434414355183,1.77545965406118,-0.32119946787540954,-9.022845526369887
-6.737369293046251,-8.770062940456484,1.4702612583090957,4.744677034276897,9.987368855432006,0.19045122370012635,-3.0062187175630513,-9.908583776438682,-5.560355150540522,9.774565971033631,-3.699878564390408,-2.645501913022656,3.4203784983082386,-4.6549021705758875,-0.6697502175849621,-0.20093176459692685,2.9610711139256534,-2.432932740025125
8.211699063325764,-3.240340476462988,6.631353671778093,-8.38171446639933,-4.334032005417998,4.328103789433435,-7.997304178300375,-2.4977643463504196,4.711793063658158,-1.9707205951281637,9.574559997290063,5.842384388454329,2.451979267377258,0.7652812130555517,-6.03308926760236,-0.22683883543506056,2.6143385097757417,-6.780182356615221
8.289750109556767,-6.938666177245545,8.951350128679511,-1.1235013509193408,7.209927788324929,-0.5788681343946056,1.00005957577096,-7.730386713774619,-4.529994934481434,0.00464715496668866,7.2750788458598095,-0.047350375849038784,2.0643438834293786,-0.6259627463624362,-1.7414772001987515,-5.269838361984638,5.593297939761843,5.8048033116323605
5.631602403681683,6.809348029044486,-3.5042458381355495,6.65091376492747,-6.696905746519802,-5.864445774982887,6.449639561124247,-9.807838065235881,-8.593701630382235,3.7322508794347247,-4.290387580541588,-7.388836201688617,-0.25137454734816167,-4.3951822853843066,2.8079791833129057,4.402549646045838,-8.914122815518269,6.84705463211812
3.5783856017072573,1.2276837981534285,-5.85191124850766,-8.554198190434562,-2.4353760375904994,-9.142955715845634,4.792702920927692,-0.6388090097601591,-2.064168734225589,-5.842609762567865,3.228451565087928,-2.420180624612791,-6.445313252741993,9.4897917091869,8.930616023004202,-6.162893711953634,5.671173503116158,8.489758918667324
1.1894728537281587,8.719536404204845,-1.641853177122325,-3.07156940489447,-4.966879875907977,9.513600301488694,-5.689036133765022,-9.02165060746646,9.727158712587457,-5.547457318402492,1.3754556761691852,-2.5163525100796953,-3.878700943239936,-8.40538262533566,7.562715727753822,6.187737479691112,-7.0199637705190625,7.665149470126984
1.8140978679122828,-2.6942394604960747,4.225383490765665,-4.621258058854183,4.404662936684298,0.25436801674212006,2.5046796260494215,4.928914537366884,4.477028407572217,-1.9230419016471743,6.143564085314914,-4.142403248895952,-2.4540340294333767,2.935145981949992,4.694983637717037,-3.489379804340979,8.760238527240858,-6.535213426079125
2.262648187718554,-3.2616680263052222,-7.903445078682198,-3.9632476149210554,-0.6454252043702873,-3.985117603221269,5.141929248404546,-3.8749043590049332,-3.906692224082988,-5.255073662763802,-6.7910902485443465,-2.3902880688684247,-0.26584081001667137,1.2086780542087823,-7.7135406204816555,-1.6214917354853142,0.18299219041828252,6.418940025856571
-7.982830366568039,4.564526165370776,7.368672638270976,9.94915264200258,5.816288760450556,-7.315740448929635,-5.775074199314176,4.765714248461547,3.272487928245539,5.01517145177427,0.5297765061168498,2.740125005419751,5.135135483254089,-7.591542666147999,-5.944631088380947,-4.244443107180325,6.125940304537409,7.538621321496919
-3.010540076852248,2.342811138868356,-1.1909367426577582,7.296267682906745,8.268275268973369,-0.2947670062743697,-9.550463948583225,-8.576820758959913,0.6813581018218411,-7.9147851336755215,8.332619038255508,7.4486320493677525,-4.352793399157251,9.285437174233945,5.179178461478067,-3.1080271280765697,4.67266018084289,-2.288704410142765
-2.920805565773607,-3.126588359751155,9.237548993017278,-6.4294390427875765,7.1161799671628,-5.522910198443121,9.77031108644163,3.73376753988574,-5.85855261054375,-7.289568383449914,-4.60039416356431,8.157516389021382,-1.5082275345677623,7.494362778731698,-3.831914915024619,-5.873020356125149,8.659869999438254,-5.551806399973012
0.467640699705278,9.089399897348024,-3.2127591508528885,7.461418632621168,7.721041005058865,2.4399675648693115,3.9396482674755866,-2.129371741276163,4.2209591856123385,-0.7913766843812766,-4.04273272693759,5.845287983323024,-0.16325835613537976,3.533521692824122,1.1772175175574482,-5.019012390246829,6.114134455634474,-1.584257569664615
-0.7807041242762089,-1.5170328716170154,9.827708520199405,-7.4769961939859435,-3.552058937810094,-9.266079540161103,-1.1411745195886454,-5.040152324690091,-9.719051312500248,-8.51413632259411,1.0560094730744005,-7.495587972204745,-6.289595505457768,5.732320717444852,6.277653045305328,0.803353304956298,2.15656629567137,-7.376683101989041
-3.6327944270007446,-0.6910789962198187,8.43770258740635,1.2274747504711296,-2.152843247991414,-4.972501411340568,4.608635009378261,9.789535629503202,8.65335678505462,-6.335524595589521,-4.791494240842507,8.945306940893325,-1.0529916544911906,-2.872642899368982,1.8119944304686442,-4.944956607785689,9.69331773052798,0.44292168855746716
7.619760456810404,4.951788378811695,-6.309505435027605,4.3374667755379,6.154732535175686,5.6812752337442785,6.869526690304561,-9.740368537104931,-9.063183436433262,-6.725757182212185,1.8912901021394255,6.989342850088892,-2.3731061846749,-0.32193427399824337,5.900585070656145,-6.06874417880388,6.740257267531906,9.367120836827375
-8.916494413606216,1.8226086605574654,0.0179284973895264,4.533741003314315,8.802424803706892,-2.0674387924565725,5.3833341907538586,0.7672832891970316,0.6796352769611538,-0.6934952470303948,0.08535290788976724,-4.429187844320213,-4.332326958074935,3.138497699312424,9.72291620310434,1.0745778384250855,0.05211910615973636,-5.168941752739087
-4.342850057539502,-0.9986301052035156,-1.5652019856908552,-8.748303287340738,-6.532292412261831,-4.437499881771581,3.3540840841529587,7.108091806161504,1.2285022182204148,2.7149538149156633,-9.853146121543304,-5.495444684950086,1.0436027512094341,-5.83028035532138,-3.605792073887062,4.781925151827377,-2.634132431974261,-5.15637716152699
