nrep,I3ueta,I3us10,I3u1,I3deta,I3ds10,I3d1,I3seta,I3ss10,I3s1,I3Teta,I3Ts10,I3T1,I4eta,I4s10,I41,I5eta,I5s10,I51
1.000000000000000000e+00,9.086591505341790054e+00,-6.642158083739378327e+00,4.872106754742926427e+00,-1.216155712197921623e+00,6.552411186964568479e-01,-2.251487756885353075e+00,-4.324696277938338440e+00,3.122566427568140845e+00,-3.802123235260570500e+00,-9.788765845534062038e+00,9.189154119669291632e+00,5.296192416423095572e-01,-3.250303663774971596e+00,2.604763940263057354e+00,1.768925525169866564e+00,-2.025637761085117283e+00,2.210861670010828561e+00,6.248341778625357001e+00
2.000000000000000000e+00,6.954453879990875720e+00,7.155093957975362073e+00,6.238858422293143136e+00,-7.204000907819754218e+00,6.679340545328313894e+00,4.499471674617727679e+00,7.269890528475282387e+00,3.391218328081146982e+00,-6.665121725299973932e+00,5.041815210738736397e+00,-3.934626306457642553e+00,-5.431186209991412106e-01,-1.342634780720706189e+00,-4.723046588513635236e-01,5.941015399004858644e+00,1.102940692472873518e+00,1.097309518371707426e+00,5.807316412991092136e+00
3.000000000000000000e+00,-7.485460073018066041e+00,-9.657191633647157047e+00,2.330281357683470222e+00,7.868697558742274722e+00,2.301318630401163468e+00,7.878567565431904285e+00,-9.572295723991487648e+00,3.035486925820740645e-01,3.711043501779367482e+00,5.796283166345270743e+00,3.906859945191798467e+00,4.801294141902925361e+00,1.703284047509443511e+00,2.706500118931833843e+00,3.568259480624693669e+00,-1.365876564469179488e+00,-6.112366404573803536e+00,-4.751910806500767137e+00
4.000000000000000000e+00,3.350605314747514551e+00,-6.468529178212016895e+00,-3.404934273164239578e-01,-9.700977486134918948e+00,8.207376799123970557e+00,4.641212709708297801e-01,-5.738100602277780737e+00,3.996637742149964367e+00,8.038005855495889307e+00,7.890976675933504936e+00,-4.519274603985623529e-01,-2.023725987307163354e+00,3.742982076505114719e+00,-7.617969171421057339e-01,-6.161943064603172537e+00,2.100697791362418076e+00,-2.889149242172059928e+00,-4.014788954975996305e+00
5.000000000000000000e+00,4.443033756300918569e+00,1.737965647578048056e+00,-5.585339422934884723e+00,8.718774694797669866e+00,-3.413306854935183043e+00,7.051055029082606396e+00,4.480014627763734936e+00,5.009055259420291506e+00,-4.728281043251203464e-01,2.037534242857244049e+00,2.365273375643541787e+00,-8.043693711429142468e+00,-4.961328238488431630e+00,9.467802060276147458e+00,6.749200672186774774e+00,-4.733420793406548199e+00,3.284991858322432456e+00,5.225852171790221767e+00
6.000000000000000000e+00,6.405555322583253997e+00,3.873684813464135512e+00,-8.633285049054329363e+00,8.399440856690482349e+00,-2.989249035470109561e-01,8.803451901079279551e+00,7.686674304989072226e+00,1.461486976657044856e+00,-3.750011163065591901e+00,-3.356529355941366699e+00,1.606504991626305223e+00,2.573547997540848176e+00,8.605467923420584420e-01,-7.256222245980616492e+00,5.641268895808762451e+00,-1.436584331029682193e+00,7.452788200884164382e+00,-1.572454556792046709e-01
7.000000000000000000e+00,-1.322727337187146190e+00,-2.032002415601419365e-01,-7.507723700618713636e+00,4.536142246461174921e+00,-1.188616400531621320e+00,-6.901273592941645774e+00,9.100298675497150214e+00,7.757291268139050899e+00,4.826218779774467116e+00,2.154413004356807715e+00,2.997129896156014439e+00,-1.075154652035978931e+00,2.653227330888994207e+00,-2.453845435552437504e+00,-2.353049701315106379e+00,-6.750784403174665549e+00,9.640465552608706190e+00,8.988773718645399313e+00
8.000000000000000000e+00,8.232055055434781110e+00,-3.535009117231644460e+00,5.272100617282622359e+00,-3.886443466695179705e+00,-6.921699746264389219e+00,2.499281020844181800e+00,6.393438649327713996e+00,4.291472722555842445e+00,3.566340945058270595e+00,-5.370004293055973932e+00,-5.272149309556195540e+00,-9.091494957369576468e+00,-2.832288559179292342e+00,1.917230029606531438e+00,-3.539284165336507026e+00,2.541120517809918322e+00,3.044229227095842649e+00,-7.279566644937666808e+00
9.000000000000000000e+00,7.097000558008725868e-01,-1.180214291323680165e+00,-9.484997400977924542e+00,-8.490622212300468874e+00,4.733641449208477070e+00,-2.041613709347140926e+00,-6.862674792067657847e-01,-8.804863273345606700e+00,1.373638485979420398e+00,4.236792958472173076e+00,-7.888330829385648002e+00,-6.718473948925520745e+00,-4.392182062344929250e+00,4.967031948781559514e+00,9.043786451055655817e+00,-2.306062458441759944e+00,-3.358904851017545656e+00,9.517306437744323944e+00
1.000000000000000000e+01,5.409784954845355820e+00,7.314305714765976241e+00,8.268815636813904746e+00,-9.589412107138283403e+00,-7.107047283943764171e+00,-9.333581283756986480e-01,7.241993196525699616e+00,-8.722690444986302083e+00,-6.422015719373373344e+00,1.382438887714934062e+00,5.307202006809079720e+00,1.714517509689588159e+00,4.257979040307604990e+00,-6.165030408257237582e+00,-7.746713444064443621e+00,8.337861178768175563e+00,-6.498421774418776664e+00,-4.866912336247349202e+00
1.100000000000000000e+01,6.319195941760373358e+00,3.970090479181893617e+00,-5.928145838004697410e+00,7.272593354693257517e-01,-8.890041660806433654e+00,7.614168093182300368e+00,1.761094602531230180e+00,9.017315387002240001e+00,1.256801904820368243e+00,-2.738802601112597657e+00,-9.761212394535432324e+00,-5.466389027611153750e+00,-4.444008983641505317e+00,8.333878674120020591e+00,1.420621254596929894e+00,-6.524235408725940211e+00,5.809888738566932886e+00,4.319708918213600590e+00
1.200000000000000000e+01,3.678110946059496289e+00,8.144847982218774263e+00,9.369091359104658068e+00,-4.944929963791886429e+00,6.492148489618849716e+00,-8.845701235993688627e+00,-1.857225370698827316e+00,2.590293064471356210e+00,5.799078205066862779e+00,-5.544352626141666462e+00,-7.325505688877225197e+00,-7.084465027890082922e+00,-6.079696258628308314e+00,7.288934917103278011e+00,2.598440471828389331e+00,1.905914618557780216e-01,-3.276211696408481977e+00,7.627855881752807932e+00
1.300000000000000000e+01,-2.378098273893392012e+00,5.017125439236851392e+00,-4.956145015642987595e+00,7.464788244601095357e+00,-2.148503379451163209e+00,-9.260182110027720626e+00,-7.009094070098109697e-01,2.426212984439999332e+00,1.865785379376050379e+00,-1.513819840712837816e-01,-6.237788404663779929e-01,9.389690229521823639e+00,-3.191062343169566162e+00,6.950663386995888260e+00,3.058173638006844719e+00,3.321261691809234140e+00,-9.492500695651980180e+00,7.161701485776765352e+00
1.400000000000000000e+01,5.828064038439777050e+00,8.690647675207072709e+00,8.244972977448359330e+00,-8.066290965226329490e+00,6.395148564094101928e+00,-3.478723500988596395e+00,-9.939083351911685682e+00,6.547356754894664732e+00,-7.993507751621089952e+00,3.774497467952797614e+00,-4.180183660870673279e+00,-9.862824037996253956e-01,-5.476709623920683612e-01,4.729297267984509112e+00,-5.053845866658934760e+00,6.709799599771526957e+00,-9.509968637755170207e+00,-4.372353776161636674e+00
1.500000000000000000e+01,-4.470957032101057216e+00,-9.271217790475180465e+00,-1.087160807893161607e+00,1.681494266616525568e+00,3.658514375616128689e-01,3.325515525927160709e+00,-8.342525183244992704e+00,7.215566890812694645e+00,5.648167175052019040e+00,9.169562930098699383e+00,-1.520858573073768927e+00,-5.644691839080389073e+00,2.149394338855321607e+00,-3.615603247959602307e+00,1.083237874580718074e+00,4.629762319254302483e+00,-7.000010346748480217e+00,1.011268041846102861e-01
1.600000000000000000e+01,5.118047261656418101e+00,3.297363112482927239e+00,9.535493754906745778e+00,3.659157116318434433e-01,-4.877080367972248531e+00,-5.015057941344971404e+00,-1.309903319247476272e+00,-9.927878341114338312e+00,-4.218894184595112229e+00,3.275706453504700910e+00,8.785092168038968197e+00,3.978905491790978299e+00,8.757511799808770370e-01,-4.320251173536759914e+00,5.270303177711248566e+00,-3.373346570757229657e+00,7.985617301894327724e+00,5.532386576221195895e+00
1.700000000000000000e+01,-6.545002461199196375e+00,2.598095326914726666e+00,7.903830062098218256e+00,-2.783268850425468788e+00,-4.019001686658607575e+00,-7.973918695314774041e+00,7.357316855844125314e+00,1.806729644046467520e-01,5.061862540307819458e+00,6.662053360244167166e+00,-6.567894215960201620e+00,-8.142238821445360486e+00,2.240745158215622368e+00,-3.825141918685932563e+00,1.433889585388281596e+00,-2.764132895328070827e+00,3.307196202258428919e+00,7.010510837139793949e-01
