nrep,I3ueta,I3us10,I3u1,I3deta,I3ds10,I3d1,I3seta,I3ss10,I3s1,I3Teta,I3Ts10,I3T1,I4eta,I4s10,I41,I5eta,I5s10,I51
1,-0.6251240126061202,-4.523624728287279,-0.3779010188486094,-2.4144136625099417,8.636970275629071,4.264350652013674,-0.18621812001731364,-4.155225607458533,8.246668230289835,-9.600825145486322,6.775176900067802,0.3947318012931653,1.1415665664218082,-5.171171599769249,-8.463088295329102,-4.4543702898869135,6.591409150055696,9.716615384071218
2,-2.586138320546225,-6.096574532018499,5.367149343489556,-9.202704772515522,0.21719724118714367,-3.8875760504228403,0.28299589411712844,3.1745564073311634,8.624765679262175,-1.0204226344432037,-8.293740636601235,-1.3774797377452614,0.006596130522547483,2.0058043863635984,-4.658113799852126,-3.9639357116389284,9.63635502385084,-7.088855565519763
3,8.066784616085123,-9.647872815675015,8.262661283495497,0.8165858249996241,-1.5692397001996312,4.176642013112399,-5.3692761239481985,2.6203132595484533,9.20982736924455,-5.527694992485726,3.1775474190790938,1.7091300246205083,-0.5647157637055003,-9.035455301070321,-0.9389529558644156,6.856111505756608,-6.26051122447957,-0.30465210670872267
4,7.039339377851146,-9.861432887815413,-0.021560718290213998,5.983847513315013,-4.986076306347242,7.163933454407726,6.567428099064497,9.23526843141898,-8.282864209183886,-7.833501421328675,-2.1283093635420762,-4.657338007778988,-6.036688812113782,0.30234302235557386,7.663288495307981,2.725554215978301,-2.167765484777151,-2.2829477852388447
5,-7.536242349256188,5.796327569748737,-7.691084761995324,-0.40510635464577405,-1.9638961530718646,5.080772800014991,6.833823669091458,7.029587314264848,-4.423719313092778,-2.669158960480951,3.8231776252738605,4.010929914192825,-0.186768907307993,-1.5232300487591193,-0.5596693479562642,7.454507699440192,-9.589259468456346,-5.5165721742259555
6,-4.7997319295035386,-7.181432856207124,8.722431919781531,0.27718389095182516,0.4888711260387524,5.938682400438305,-7.9026093363254635,6.6929772463244035,8.373382819794294,6.903758040258236,9.292830898564752,-7.018579425158755,1.1121370361276366,5.721043958683698,-3.8382565483902713,-2.1406871125114613,1.7466274780528668,1.3425628166317338
7,-3.16018105920175,-4.241244458443177,-6.552995096036154,9.08826913635686,1.3667255212294123,-8.125074066731857,-6.440083042845548,-8.105419353073955,-5.128678599521505,-1.768994694294662,-8.36723796786076,4.9267802171933095,-3.9418049668426995,1.0775979928690305,9.049691998836362,2.2838086723300695,-0.18711860434563476,-6.077203205061825
8,-0.9721723989564364,-9.056154126129023,-6.065793220896736,7.432767325121215,8.566142952386496,-2.993301679477649,7.412996837927089,9.42213005526056,-1.97101065691335,1.855305533345561,3.985480627101282,-3.353699767792417,-0.8700403248577242,4.253006291688601,2.085048506360291,3.0212575795937155,-7.9337399665396475,-1.1368555939175629
9,-4.100795821772714,7.027934030420383,9.045786781760135,0.9511786257146682,-3.9040249134058875,-8.781308119635824,-3.366642495759347,-7.534045318697951,-9.866609811628779,-3.223578373440481,3.2015890416170407,7.171736549116737,-0.014561317098602089,-6.889418191622325,3.7940581274840177,0.922599086442343,0.07663432246440038,6.031896630089349
10,-3.735738824263626,4.321235189485634,6.927837144270768,-0.23998257121061428,-7.569368029456975,5.91327755972088,-3.0167494129144963,-2.5370886384226328,-0.8825642596734404,9.007745581309553,-3.6779584046232756,6.197085732829212,4.272920053734353,1.8710052239552848,-2.037808179664844,-2.6128209726991454,-0.5345045798442953,3.1695762567214594
11,1.06466502329142,0.707725302227356,-9.002598167358775,1.0982148505742977,-1.9898644567170702,5.533434421908602,6.601713368707799,0.5573951454047315,-4.595314497790637,8.454854815744383,-6.514669616798341,-0.06309451951623046,2.0115092530341236,0.5359767605585262,-2.000860377609188,1.2404866304656004,-5.940513506829694,5.689242742772949
12,-6.036069052168765,1.0159910903666418,-1.9163336955242105,-1.8296648277784318,-1.7469024506296211,-2.0547325542483037,-8.81831030118807,-0.21499681975560847,0.6377825596638953,5.817061553425409,4.302649130492407,4.171093242386256,0.16304365903519624,-0.6214508921156199,8.065638975489186,-1.2676113231886426,6.0777037901326345,-4.860940698229093
13,3.049380617833055,-0.8650383462675109,-7.196184463996729,-2.163595856518816,-1.605429086011414,2.3808983135933097,8.70905390080803,0.562012076528136,1.016025382879013,-5.305490108070369,-0.5566595736678153,7.136426108937979,-0.18470038174598358,-4.297860832070812,-7.0746708279917225,3.178789039709942,0.22145936869055305,-1.8208989704868266
14,7.3738950719023,-4.69654965748155,-8.766537357878564,1.4902974569477827,-6.200553787607827,-8.220818415586375,5.833787465077087,2.499505633253772,-5.9993314473595145,1.7058364466140663,8.423296157102666,-0.09515193108296138,1.9299772180381414,-0.3295729639750338,-3.006258141968585,-0.4298808948685462,-2.3241778386239726,7.36416667596685
